official_pinyin,official_Chinese,official_translation,Institution 1,Institution 2,Institution 3
yin shou jian zhang yin tai jian,印綬監掌印太監,,皇族宮廷類,宦官門,印綬監
dong chang li xing bai hu tai jian,東廠理刑百戶太監,,皇族宮廷類,宦官門,司禮監
dong chang ling ban tai jian,東廠領班太監,,皇族宮廷類,宦官門,司禮監
dong chang si fang tai jian,東廠司房太監,,皇族宮廷類,宦官門,司禮監
dong chang zhang ban tai jian,東廠掌班太監,,皇族宮廷類,宦官門,司禮監
dong chang zhang xing qian hu tai jian,東廠掌刑千戶太監,,皇族宮廷類,宦官門,司禮監
si li jian bing bi tai jian,司禮監秉筆太監,,皇族宮廷類,宦官門,司禮監
si li jian dao jing chang zhang si tai jian,司禮監道經廠掌司太監,,皇族宮廷類,宦官門,司禮監
si li jian fan jing chang zhang si tai jian,司禮監番經廠掌司太監,,皇族宮廷類,宦官門,司禮監
si li jian jian guan tai jian,司禮監監官太監,Supervisory Palace Eunuch of the Directorate of Ceremonial,皇族宮廷類,宦官門,司禮監
si li jian li yi fang chang sui tai jian,司禮監禮儀房長隨太監,,皇族宮廷類,宦官門,司禮監
si li jian li yi fang guan shi tai jian,司禮監禮儀房管事太監,,皇族宮廷類,宦官門,司禮監
si li jian li yi fang xie zi tai jian,司禮監禮儀房寫字太監,,皇族宮廷類,宦官門,司禮監
si li jian li yi fang zhang si tai jian,司禮監禮儀房掌司太監,,皇族宮廷類,宦官門,司禮監
si li jian liu ke lang dian bu tai jian,司禮監六科郎典薄太監,,皇族宮廷類,宦官門,司禮監
si li jian liu ke lang zhang si tai jian,司禮監六科郎掌司太監,,皇族宮廷類,宦官門,司禮監
si li jian liu shu ji ming hua ku zhang si tai jian,司禮監书籍名画库掌司太監,,皇族宮廷類,宦官門,司禮監
si li jian nei shu tang zhang si tai jian,司禮監內書堂掌司太監,,皇族宮廷類,宦官門,司禮監
si li jian sui tang tai jian,司禮監隨堂太監,,皇族宮廷類,宦官門,司禮監
si li jian ti du tai jian,司禮監提督太監,Superintendent Palace Eunuch of the Directorate of Ceremonial,皇族宮廷類,宦官門,司禮監
si li jian wen shu fang zhang fang tai jian,司禮監文書房掌房太監,,皇族宮廷類,宦官門,司禮監
si li jian yu qian zuo zhang zuo tai jian,司禮監御前作掌作太監,,皇族宮廷類,宦官門,司禮監
si li jian zhang yin tai jian,司禮監掌印太監,,皇族宮廷類,宦官門,司禮監
si li jian zhong shu fang zhang fang tai jian,司禮監中書房掌房太監,,皇族宮廷類,宦官門,司禮監
si li jianhan jing chang zhang si tai jian,司禮監漢經廠掌司太監,,皇族宮廷類,宦官門,司禮監
ti du dong chang tai jian,提督東廠太監,Eunuch Director of the Eastern Depot,皇族宮廷類,宦官門,司禮監
ti du nei xing chang tai jian,提督內行廠太監,,皇族宮廷類,宦官門,司禮監
si yuan jian guan li tai jian,司苑局管理太監,,皇族宮廷類,宦官門,司苑局
si yuan jian qian shu tai jian,司苑局僉書太監,,皇族宮廷類,宦官門,司苑局
si yuan jian zhang yin tai jian,司苑局掌印太監,,皇族宮廷類,宦官門,司苑局
si she jian dian bu tai jian,司設監典簿太監,,皇族宮廷類,宦官門,司設監
si she jian guan li tai jian,司設監管理太監,,皇族宮廷類,宦官門,司設監
si she jian jian gong tai jian,司設監監工太監,,皇族宮廷類,宦官門,司設監
si she jian qian shu tai jian,司設監僉書太監,,皇族宮廷類,宦官門,司設監
si she jian xie zi tai jian,司設監寫字太監,,皇族宮廷類,宦官門,司設監
si she jian zhang si tai jian,司設監掌司太監,,皇族宮廷類,宦官門,司設監
si she jian zhang yin tai jian,司設監掌印太監,,皇族宮廷類,宦官門,司設監
cai ban tai jian,採辦太監,,皇族宮廷類,宦官門,外差宦官
cang chang tai jian,倉場太監,,皇族宮廷類,宦官門,外差宦官
fen shou tai jian,分守太監,Palace Eunuch of General Administration,皇族宮廷類,宦官門,外差宦官
nan jing fu shou bei tai jian,南京副守備太監,,皇族宮廷類,宦官門,外差宦官
nan jing gong ying ji fang tai jian,南京供應機房太監,,皇族宮廷類,宦官門,外差宦官
nan jing shou bei tai jian,南京守備太監,,皇族宮廷類,宦官門,外差宦官
nei cheng yun ku jin shi tai jian,內承運庫近侍太監,,皇族宮廷類,宦官門,外差宦官
nei cheng yun ku qian shu tai jian,內承運庫僉書太監,,皇族宮廷類,宦官門,外差宦官
nei cheng yun ku zhang yin tai jian,內承運庫掌印太監,,皇族宮廷類,宦官門,外差宦官
nei zhong jun,内中軍,Inner Army of the Center,皇族宮廷類,宦官門,外差宦官
shang lin yuan jian gong tai jian,上林苑監工太監,,皇族宮廷類,宦官門,外差宦官
shang lin yuan qian shu tai jian,上林苑僉書太監,,皇族宮廷類,宦官門,外差宦官
shang lin yuan zong du tai jian,上林苑總督太監,,皇族宮廷類,宦官門,外差宦官
shi bo ti du tai jian,市舶提督太監,,皇族宮廷類,宦官門,外差宦官
shou bei tai jian,守備太監,Eunuch Protector-general of the Eunuch Grand Commandant,皇族宮廷類,宦官門,外差宦官
tai yue tai he shan zhen shou tai jian,太岳太和山鎮守太監,,皇族宮廷類,宦官門,外差宦官
tian shou shan shou bei tai jian,天壽山守備太監,,皇族宮廷類,宦官門,外差宦官
zheng jiao liu kou tai jian,征勦流寇太監,Bandit-Supression Palace Eunuch,皇族宮廷類,宦官門,外差宦官
shang bao jian qian shu tai jian,尚寶監僉書太監,,皇族宮廷類,宦官門,尚寶監
shang bao jian zhang si tai jian,尚寶監掌司太監,,皇族宮廷類,宦官門,尚寶監
shang bao jian zhang yin tai jian,尚寶監掌印太監,,皇族宮廷類,宦官門,尚寶監
shang ran ju fu ju zheng,尚染局副局正,,皇族宮廷類,宦官門,尚染局
shang ran ju ju zheng,尚染局局正,,皇族宮廷類,宦官門,尚染局
shang shan jian guan li tai jian,尚膳監管理太監,,皇族宮廷類,宦官門,尚膳監
shang shan jian jian gong tai jian,尚膳監監工太監,,皇族宮廷類,宦官門,尚膳監
shang shan jian qian shu tai jian,尚膳監僉書太監,,皇族宮廷類,宦官門,尚膳監
shang shan jian tai jian,尚膳監掌印太監,Director of the Directorate for Palace Delicacies,皇族宮廷類,宦官門,尚膳監
shang shan jian ti du guang lu si tai jian,尚膳監提督光祿寺太監,,皇族宮廷類,宦官門,尚膳監
shang shan jian xie zi tai jian,尚膳監寫字太監,,皇族宮廷類,宦官門,尚膳監
shang shan jian zhang si tai jian,尚膳監掌司太監,,皇族宮廷類,宦官門,尚膳監
shang shan jian zong li tai jian,尚膳監總理太監,,皇族宮廷類,宦官門,尚膳監
shang yi jian guan li tai jian,尚衣監管理太監,,皇族宮廷類,宦官門,尚衣監
shang yi jian jian gong tai jian,尚衣監監工太監,,皇族宮廷類,宦官門,尚衣監
shang yi jian qian shu tai jian,尚衣監僉書太監,,皇族宮廷類,宦官門,尚衣監
shang yi jian zhang si tai jian,尚衣監掌司太監,,皇族宮廷類,宦官門,尚衣監
shang yi jian zhang yin tai jian,尚衣監掌印太監,,皇族宮廷類,宦官門,尚衣監
shang yi jian zhang yin you shao jian,尚衣監掌印右少監,Seal-holding Vice Director of the Ceremonial Service,皇族宮廷類,宦官門,尚衣監
shang jiu ju fu ju zheng,尚酒局副局正,,皇族宮廷類,宦官門,尚酒局
shang jiu ju ju zheng,尚酒局局正,,皇族宮廷類,宦官門,尚酒局
shang cu ju fu ju zheng,尚醋局副局正,,皇族宮廷類,宦官門,尚醋局
shang cu ju ju zheng,尚醋局局正,,皇族宮廷類,宦官門,尚醋局
shang mian ju fu ju zheng,尚麵局副局正,,皇族宮廷類,宦官門,尚麵局
shang mian ju ju zheng,尚麵局局正,,皇族宮廷類,宦官門,尚麵局
jing mao ju guan li tai jian,巾帽局管理太監,,皇族宮廷類,宦官門,巾帽局
jing mao ju qian shu tai jian,巾帽局僉書太監,,皇族宮廷類,宦官門,巾帽局
jing mao ju zhang yin tai jian,巾帽局掌印太監,,皇族宮廷類,宦官門,巾帽局
da mao pai zi,打卯牌子,,皇族宮廷類,宦官門,御前近侍
nu ma,拏馬,,皇族宮廷類,宦官門,御前近侍
qian qing gong guan shi,乾清宮管事,Supervisor of the Palace of Heavenly Purity,皇族宮廷類,宦官門,御前近侍
shang guan,尚冠,,皇族宮廷類,宦官門,御前近侍
shang lv,尚履,,皇族宮廷類,宦官門,御前近侍
shang yi,尚衣,,皇族宮廷類,宦官門,御前近侍
yu qian pai zi,御前牌子,,皇族宮廷類,宦官門,御前近侍
yu yong si fu si zheng,御用司副司正,,皇族宮廷類,宦官門,御用司
yu yong si si zheng,御用司司正,,皇族宮廷類,宦官門,御用司
ren zhi dian jian gong tai jian,仁智殿監工太監,,皇族宮廷類,宦官門,御用監
yu yong jian dian bu,御用監典簿,,皇族宮廷類,宦官門,御用監
yu yong jian dian bu tai jian,御用監典簿太監,,皇族宮廷類,宦官門,御用監
yu yong jian feng yu,御用監奉御,,皇族宮廷類,宦官門,御用監
yu yong jian jian cheng,御用監監丞,,皇族宮廷類,宦官門,御用監
yu yong jian jian gong tai jian,御用監監工太監,,皇族宮廷類,宦官門,御用監
yu yong jian jian ling,御用監監令,,皇族宮廷類,宦官門,御用監
yu yong jian li jian ba zong tai jian,御用監裡監把總太監,,皇族宮廷類,宦官門,御用監
yu yong jian wai jian ba zong tai jian,御用監外監把總太監,,皇族宮廷類,宦官門,御用監
yu yong jian xie zi tai jian,御用監寫字太監,,皇族宮廷類,宦官門,御用監
yu yong jian zhang si tai jian,御用監掌司太監,,皇族宮廷類,宦官門,御用監
yu yong jian zhang yin tai jian,御用監掌印太監,,皇族宮廷類,宦官門,御用監
yu ma si fu si zheng,御馬司副司正,,皇族宮廷類,宦官門,御馬司
yu ma si si zheng,御馬司司正,,皇族宮廷類,宦官門,御馬司
ti du xi chang tai jian,提督西廠太監,,皇族宮廷類,宦官門,御馬監
yu ma jian jian du tai jian,御馬監監督太監,,皇族宮廷類,宦官門,御馬監
yu ma jian tai jian,御馬監太監,Eunuch Director of the Directorate of the Imperial Horses,皇族宮廷類,宦官門,御馬監
yu ma jian ti du tai jian,御馬監提督太監,,皇族宮廷類,宦官門,御馬監
yu ma jian xiang fang zhang si tai jian,御馬監象房掌司太監,,皇族宮廷類,宦官門,御馬監
yu ma jian zhang yin tai jian,御馬監掌印太監,,皇族宮廷類,宦官門,御馬監
xin xi si jian gong tai jian,惜薪司監工太監,,皇族宮廷類,宦官門,惜薪司
xin xi si qian shu tai jian,惜薪司僉書太監,,皇族宮廷類,宦官門,惜薪司
xin xi si xie zi tai jian,惜薪司寫字太監,,皇族宮廷類,宦官門,惜薪司
xin xi si zhang dao tai jian,惜薪司掌道太監,,皇族宮廷類,宦官門,惜薪司
xin xi si zhang yin tai jian,惜薪司掌印太監,,皇族宮廷類,宦官門,惜薪司
xin xi si zong li tai jian,惜薪司總理太監,,皇族宮廷類,宦官門,惜薪司
huan yi ju jian gong tai jian,浣衣局監工太監,,皇族宮廷類,宦官門,浣衣局
huan yi ju qian shu tai jian,浣衣局僉書太監,,皇族宮廷類,宦官門,浣衣局
huan yi ju zhang yin tai jian,浣衣局掌印太監,,皇族宮廷類,宦官門,浣衣局
haung men fu shi,皇門副使,,皇族宮廷類,宦官門 ,內使監
haung men shi,皇門使,,皇族宮廷類,宦官門 ,內使監
huang men gong fu men zheng,皇門官副門正,,皇族宮廷類,宦官門 ,內使監
huang men gong men zheng,皇門官門正,,皇族宮廷類,宦官門 ,內使監
ji shi feng yu,紀事奉御,,皇族宮廷類,宦官門 ,內使監
cao chang qian shu tai jian,草場僉書太監,,皇族宮廷類,宦官門 ,外差宦官
cao chang tie chang tai jian,草場貼場太監,,皇族宮廷類,宦官門 ,外差宦官
cao chang zhang chang tai jian,草場掌場太監,,皇族宮廷類,宦官門 ,外差宦官
du zao guan,督造官,Production Supervisor,皇族宮廷類,宦官門 ,外差宦官
feng yang shou bei tai jian,鳳陽守備太監,,皇族宮廷類,宦官門 ,外差宦官
guan zhuang tai jian,管莊太監,,皇族宮廷類,宦官門 ,外差宦官
hu guang cheng tian fu shou bei tai jian,湖廣承天府守備太監,,皇族宮廷類,宦官門 ,外差宦官
jian jun,監軍,Army-inspecting Censor,皇族宮廷類,宦官門 ,外差宦官
jian jun can yi,監軍參議,Army-inspecting Assistant Administration Commissioner,皇族宮廷類,宦官門 ,外差宦官
jian shi ji zhen dong xie tai jian,監視薊鎮東協太監,,皇族宮廷類,宦官門 ,外差宦官
jian shi xuan fu da tong tai jian,監視宣府大同太監,,皇族宮廷類,宦官門 ,外差宦官
jun ying jian qiang tai jian,軍營監槍太監,,皇族宮廷類,宦官門 ,外差宦官
jun ying ti du tai jian,軍營提督太監,,皇族宮廷類,宦官門 ,外差宦官
jun ying zuo ying tai jian,軍營坐營太監,,皇族宮廷類,宦官門 ,外差宦官
kuang guan tai jian,礦關太監,,皇族宮廷類,宦官門 ,外差宦官
liang shui tai jian,糧稅太監,,皇族宮廷類,宦官門 ,外差宦官
zhen shou tai jian,鎮守太監,,皇族宮廷類,宦官門 ,外差宦官
zhi zao chang sui tai jian,織造長隨太監,,皇族宮廷類,宦官門 ,外差宦官
zhi zao shu men tai jian,織造書門太監,,皇族宮廷類,宦官門 ,外差宦官
zhi zao si fang tai jian,織造司房太監,,皇族宮廷類,宦官門 ,外差宦官
zhi zao ti du tai jian,織造提督太監,,皇族宮廷類,宦官門 ,外差宦官
zong jian,總監,Supervisor-general,皇族宮廷類,宦官門 ,外差宦官
zong jian chang xuan tai jian,總監昌宣太監,,皇族宮廷類,宦官門 ,外差宦官
bao chao si guan li tai jian,寶鈔司管理太監,,皇族宮廷類,宦官門 ,寶鈔司
bao chao si jian gong tai jian,寶鈔司監工太監,,皇族宮廷類,宦官門 ,寶鈔司
bao chao si qian shu tai jian,寶鈔司僉書太監,,皇族宮廷類,宦官門 ,寶鈔司
bao chao si zhang si tai jian,寶鈔司掌司太監,,皇族宮廷類,宦官門 ,寶鈔司
bao chao si zhang yin tai jian,寶鈔司掌印太監,,皇族宮廷類,宦官門 ,寶鈔司
da ying chang sui,答應長隨,,皇族宮廷類,宦官門 ,御前近侍
dang chai ting shi,當差聽事,,皇族宮廷類,宦官門 ,御前近侍
guan gui zi,管櫃子,,皇族宮廷類,宦官門 ,御前近侍
nuan dian,煖殿,,皇族宮廷類,宦官門 ,御前近侍
zan li,贊禮,,皇族宮廷類,宦官門 ,御前近侍
"teng xiang,wu xiang si wei ying dian bu tai jian",騰驤，武驤四衛營典簿太監,,皇族宮廷類,宦官門 ,御馬監
"teng xiang,wu xiang si wei ying jian guan tai jian",騰驤，武驤四衛營監官太監,,皇族宮廷類,宦官門 ,御馬監
"teng xiang,wu xiang si wei ying na ma tai jian",騰驤，武驤四衛營拿馬太監,,皇族宮廷類,宦官門 ,御馬監
"teng xiang,wu xiang si wei ying xie zi tai jian",騰驤，武驤四衛營寫字太監,,皇族宮廷類,宦官門 ,御馬監
"teng xiang,wu xiang si wei ying zhang si tai jian",騰驤，武驤四衛營掌司太監,,皇族宮廷類,宦官門 ,御馬監
hun tang si jian gong tai jian,混堂司監工太監,,皇族宮廷類,宦官門 ,混堂司
hun tang si qian shu tai jian,混堂司僉書太監,,皇族宮廷類,宦官門 ,混堂司
hun tang si zhang yin tai jian,混堂司掌印太監,,皇族宮廷類,宦官門 ,混堂司
zhi dian jian qian shu tai jian,直殿監僉書太監,,皇族宮廷類,宦官門 ,直殿監
zhi dian jian zhang si tai jian,直殿監掌司太監,,皇族宮廷類,宦官門 ,直殿監
zhi dian jian zhang yin tai jian,直殿監掌印太監,,皇族宮廷類,宦官門 ,直殿監
shen gong jian guan li tai jian,神宮監管理太監,,皇族宮廷類,宦官門 ,神官監
shen gong jian qian shu tai jian,神宮監僉書太監,,皇族宮廷類,宦官門 ,神官監
shen gong jian zhang si tai jian,神宮監掌司太監,,皇族宮廷類,宦官門 ,神官監
shen gong jian zhang yin tai jian,神宮監掌印太監,,皇族宮廷類,宦官門 ,神官監
du zhi jian chang sui tai jian,都知監長隨太監,,皇族宮廷類,宦官門 ,都知監
du zhi jian feng yu tai jian,都知監奉御太監,,皇族宮廷類,宦官門 ,都知監
du zhi jian qian shu tai jian,都知監僉書太監,,皇族宮廷類,宦官門 ,都知監
du zhi jian zhang si tai jian,都知監掌司太監,,皇族宮廷類,宦官門 ,都知監
du zhi jian zhang yin tai jian,都知監掌印太監,,皇族宮廷類,宦官門 ,都知監
jiu cu mian ju guan li tai jian,酒醋麵局管理太監,,皇族宮廷類,宦官門 ,酒醋麵局
jiu cu mian ju qian shu tai jian,酒醋麵局僉書太監,,皇族宮廷類,宦官門 ,酒醋麵局
jiu cu mian ju zhang yin tai jian,酒醋麵局掌印太監,,皇族宮廷類,宦官門 ,酒醋麵局
zhen gong ju guan li tai jian,針工局管理太監,,皇族宮廷類,宦官門 ,針工局
zhen gong ju qian shu tai jian,針工局僉書太監,,皇族宮廷類,宦官門 ,針工局
zhen gong ju zhang yin tai jian,針工局掌印太監,,皇族宮廷類,宦官門 ,針工局
yin zuo ju guan li tai jian,銀作局管理太監,,皇族宮廷類,宦官門 ,銀作局
